completed_at,merchant,category,amount,first,last,gender,street,city,state,role,currency
2019-03-02T02:24:01,Lemke-Gutmann,shopping_net,2.58,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,Illustrator,CAD
2019-07-10T21:51:31,Botsford PLC,home,11.39,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,Animal technologist,CAD
2019-06-24T17:25:33,Berge-Ullrich,home,122.83,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,Insurance broker,CAD
2019-12-10T09:26:32,Volkman Ltd,misc_net,2.88,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,Medical secretary,CAD
2019-08-07T07:02:31,Kutch LLC,gas_transport,60.21,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,Research scientist (physical sciences),CAD
2019-04-08T20:19:14,"Hauck, Dietrich and Funk",kids_pets,6.43,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,Ceramics designer,CAD
2019-07-08T19:20:55,Reilly LLC,home,15.57,Ashley,Mcdonald,F,3160 Tina Estates Suite 234,Marietta,SC,Museum/gallery exhibitions officer,USD
2019-05-17T18:55:49,Ratke and Sons,health_fitness,71.77,Micheal,Hernandez,M,6139 Mark Rapid Apt. 651,Christine,ND,Television floor manager,USD
2019-10-27T21:51:05,Pagac LLC,shopping_pos,426.67,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,Learning disability nurse,CAD
2019-04-24T00:56:37,Marks Inc,gas_transport,76.43,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,Make,CAD
2019-12-11T02:41:03,Friesen Inc,shopping_pos,2.8,Jeffrey,Powers,M,38352 Parrish Road Apt. 652,North Augusta,SC,Secondary school teacher,USD
2020-05-01T12:13:49,Friesen Inc,shopping_pos,4.56,Derek,Jones,M,198 Candace Plaza,Diamond,OH,Air cabin crew,CAD
2020-05-05T04:50:53,Torp-Labadie,gas_transport,59.67,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,Licensed conveyancer,CAD
2019-04-02T07:02:29,Huels-Hahn,gas_transport,41.17,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,Amenity horticulturist,CAD
2019-06-23T23:05:08,Runte-Mohr,food_dining,53.39,Chris,Dixon,M,919 Miller Isle,Williams,IN,Financial adviser,CAD
2020-06-06T20:44:55,Bode-Rempel,kids_pets,177.72,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,Video editor,CAD
2020-04-12T08:22:39,Hudson-Ratke,grocery_pos,106.86,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,"Engineer, aeronautical",CAD
2020-05-12T02:42:08,"Weimann, Kuhic and Beahan",shopping_pos,2.02,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,"Engineer, civil (contracting)",CAD
2020-06-12T21:06:27,Towne LLC,misc_pos,3.18,Scott,Fuller,M,861 Karen Common,Haw River,NC,Paramedic,USD
2019-07-14T10:55:12,Ledner-Pfannerstill,gas_transport,67.13,Frank,Key,M,5537 Jessica Plaza,Pewee Valley,KY,Stage manager,CAD
2019-05-01T01:23:12,"Goldner, Kovacek and Abbott",grocery_pos,41.37,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,"Engineer, automotive",CAD
2019-12-15T04:29:52,Nader-Heller,misc_net,41.96,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,Further education lecturer,USD
2019-08-18T20:04:09,"Ledner, Hartmann and Feest",health_fitness,34.1,Melissa,Flores,F,7529 Carter Well Suite 262,Huntington Beach,CA,"Therapist, horticultural",CAD
2020-04-18T11:05:26,Schmitt Ltd,misc_net,3.48,Katelyn,Wise,F,674 Maureen Summit Apt. 276,Scotts Mills,OR,"Engineer, petroleum",CAD
2019-09-14T14:21:47,Botsford Ltd,shopping_pos,8.45,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,"Editor, magazine features",USD
2019-11-17T07:45:35,Hickle Group,shopping_pos,6.25,Amy,Flynn,F,46095 Tara Fords,Jaffrey,NH,"Surveyor, hydrographic",CAD
2019-04-10T06:36:17,"Schumm, Bauch and Ondricka",grocery_pos,43.57,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,Drilling engineer,CAD
2019-03-18T12:12:53,Bernhard-Lesch,food_dining,29.12,Melissa,Rodriguez,F,81708 Christopher Plaza,Jordanville,NY,Travel agency manager,CAD
2019-06-19T10:59:48,Dickinson-Rempel,misc_pos,5.7,Bryan,Torres,M,152 James Centers Apt. 768,Detroit,MI,Retail manager,CAD
2019-07-14T23:29:23,"Hettinger, McCullough and Fay",home,3.81,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,Furniture designer,CAD
2019-08-18T02:53:07,Hudson-Ratke,grocery_pos,106.37,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,Armed forces training and education officer,CAD
2020-04-28T13:19:10,"Lehner, Reichert and Mills",misc_pos,24.26,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,Colour technologist,CAD
2019-02-03T23:34:26,"Cremin, Hamill and Reichel",misc_pos,6.3,Travis,Hayes,M,1561 Chase Grove,Conway,NH,Surgeon,USD
2019-06-02T21:40:04,Pacocha-Weissnat,kids_pets,55.95,Morgan,Smith,F,1441 Bradley Place,Grover,NC,Toxicologist,CAD
2019-08-19T13:52:42,"Lang, Towne and Schuppe",kids_pets,75.77,Michelle,Beck,F,2887 Olson Road Suite 439,Minneapolis,MN,Analytical chemist,CAD
2020-04-02T22:16:25,Nolan-Williamson,kids_pets,195.23,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,Chartered public finance accountant,CAD
2019-12-16T20:57:08,Ullrich Ltd,kids_pets,23.53,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,Building services engineer,CAD
2019-08-18T01:08:16,Maggio-Fahey,misc_pos,6.46,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,"Engineer, biomedical",USD
2020-04-15T22:14:47,"Yost, Schamberger and Windler",kids_pets,10.3,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,Psychotherapist,CAD
2020-03-07T16:08:15,"Nienow, Barrows and Romaguera",personal_care,4.39,Gary,Hall,M,69085 Short Shores,Allentown,NY,Radio producer,USD
2020-03-10T20:40:26,Kilback LLC,food_dining,17.78,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,"Editor, commissioning",CAD
2019-04-26T02:10:56,Cartwright-Harris,grocery_pos,123.29,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,Energy engineer,CAD
2019-07-25T16:37:19,Hackett Group,travel,500.32,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,Naval architect,CAD
2020-03-06T11:57:23,Murray-Smitham,grocery_pos,80.6,Chris,Dixon,M,919 Miller Isle,Williams,IN,Financial adviser,CAD
2019-09-29T01:55:58,"Goldner, Kovacek and Abbott",grocery_pos,166.1,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,Archaeologist,CAD
2019-04-27T23:25:16,"Torp, Muller and Borer",health_fitness,8.19,Maureen,Garza,F,169 Edward Inlet,Saint Louis,MO,Occupational hygienist,CAD
2020-01-05T22:47:31,Hammes-Beatty,kids_pets,26.88,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,Quantity surveyor,CAD
2019-06-12T16:14:49,"Ledner, Hartmann and Feest",health_fitness,2.96,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,Lexicographer,CAD
2019-04-17T21:25:25,Kuhic LLC,shopping_net,23.81,Jill,Flores,F,639 Cruz Islands,Baroda,MI,"Horticulturist, commercial",USD
2019-11-06T16:48:55,"Hauck, Dietrich and Funk",kids_pets,72.15,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,Tourism officer,CAD
2019-03-11T06:13:58,Dibbert-Green,entertainment,87.89,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,"Designer, ceramics/pottery",CAD
2019-04-03T01:32:44,Sporer Inc,gas_transport,74.03,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,"Chemist, analytical",CAD
2020-05-26T17:11:14,"Armstrong, Walter and Gottlieb",food_dining,53.99,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,"Administrator, local government",USD
2020-06-04T07:42:16,"Lind, Huel and McClure",gas_transport,60.42,Natalie,Watson,F,386 James Roads Apt. 233,Los Angeles,CA,"Journalist, newspaper",CAD
2019-07-29T16:55:57,Botsford PLC,home,27.11,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,"Engineer, technical sales",CAD
2019-06-19T23:31:41,Pagac LLC,shopping_pos,1.33,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,Lexicographer,CAD
2019-11-30T12:09:54,Christiansen-Gusikowski,misc_pos,27.93,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,Amenity horticulturist,CAD
2019-12-13T16:34:55,Runte-Mohr,food_dining,38.79,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,Sub,CAD
2019-07-08T17:13:29,"Welch, Rath and Koepp",entertainment,25.52,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,Commercial horticulturist,CAD
2019-12-12T01:13:22,"Johnston, Nikolaus and Maggio",grocery_net,54.56,John,Myers,M,701 Wilson Divide,Highland,IN,Community arts worker,USD
2019-12-07T13:47:26,Schimmel-Olson,kids_pets,82.15,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,"Designer, industrial/product",CAD
2020-02-12T12:41:04,Beer-Jast,kids_pets,19.29,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,Petroleum engineer,USD
2019-04-21T00:53:33,Schuppe LLC,entertainment,6.36,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,"Psychologist, sport and exercise",CAD
2019-01-28T12:11:30,"Lowe, Dietrich and Erdman",kids_pets,53.08,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,Amenity horticulturist,CAD
2019-05-26T03:01:23,"Lockman, West and Runte",grocery_pos,64.86,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,Chartered public finance accountant,USD
2020-04-05T21:54:40,Schulist Ltd,food_dining,133.54,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,"Geneticist, molecular",CAD
2019-09-02T15:32:44,"Towne, Greenholt and Koepp",shopping_net,23.79,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,Phytotherapist,CAD
2019-01-26T02:28:31,"Hoppe, Harris and Bednar",entertainment,128.04,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,Magazine features editor,CAD
2019-05-03T10:00:00,Stamm-Rodriguez,misc_pos,173.53,Dylan,Garcia,M,923 Jordan Road,Afton,MN,Barrister's clerk,CAD
2019-05-15T18:45:30,"O'Connell, Botsford and Hand",home,41.4,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,Research scientist (maths),CAD
2019-11-13T02:49:18,Dicki Ltd,grocery_net,65.26,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,"Scientist, research (maths)",CAD
2019-08-12T21:20:19,"Windler, Goodwin and Kovacek",home,70.35,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,Mining engineer,CAD
2019-08-04T17:22:59,Romaguera Ltd,health_fitness,1.5,David,Rogers,M,265 Mullen Park Apt. 307,Summerfield,NC,"Buyer, industrial",USD
2020-06-20T05:21:01,"Connelly, Reichert and Fritsch",gas_transport,76.57,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,"Development worker, community",CAD
2019-03-16T17:49:13,Morissette-Schaefer,personal_care,86.28,Heather,Hines,F,13776 Hicks Plains,Pomona,NY,Pensions consultant,CAD
2020-03-14T15:47:33,Schmidt-Larkin,home,54.82,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,Chiropodist,CAD
2019-08-28T19:23:14,"Hettinger, McCullough and Fay",home,94.8,Christie,Mendoza,F,53142 Katrina Roads Suite 889,Monitor,WA,Medical technical officer,USD
2019-11-10T13:33:06,Rippin-VonRueden,health_fitness,129.83,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,Fine artist,CAD
2019-07-20T17:20:48,Kertzmann LLC,health_fitness,75.04,William,Marshall,M,454 Sawyer Forks Apt. 231,Collegeville,MN,Farm manager,CAD
2019-10-12T22:31:56,"Kihn, Brakus and Goyette",personal_care,45.65,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,Medical technical officer,USD
2019-07-29T02:08:39,DuBuque LLC,grocery_pos,217.65,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,Firefighter,USD
2020-02-06T17:09:10,Kuhn Group,food_dining,2.82,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,"Sales professional, IT",CAD
2019-09-30T02:27:54,Thiel-Thiel,entertainment,145.88,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,"Scientist, physiological",CAD
2019-05-29T22:04:17,Botsford Ltd,shopping_pos,8.49,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,Colour technologist,USD
2019-11-02T05:47:40,Heller-Langosh,gas_transport,46.4,Haley,Wagner,F,05561 Farrell Crescent,Annapolis,MD,"Accountant, chartered certified",CAD
2019-07-29T12:28:49,Rippin-VonRueden,health_fitness,20.66,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,Race relations officer,CAD
2019-05-08T05:39:59,"Rowe, Batz and Goodwin",grocery_pos,220.0,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,"Engineer, biomedical",CAD
2019-12-22T20:48:45,Waelchi Inc,kids_pets,48.99,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,Secretary/administrator,CAD
2020-06-07T07:12:32,"Lockman, West and Runte",grocery_pos,143.07,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,Patent attorney,CAD
2019-08-31T18:54:35,Terry Ltd,home,11.46,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,Investment analyst,CAD
2020-02-02T19:35:46,Lemke-Gutmann,shopping_net,5.89,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,"Doctor, hospital",USD
2020-06-07T22:05:23,Halvorson Group,misc_pos,7.56,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,Operational researcher,CAD
2019-08-04T21:30:04,Dickinson Ltd,personal_care,12.96,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,"Sales professional, IT",CAD
2019-10-07T23:00:17,"Witting, Beer and Ernser",home,136.38,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,"Scientist, biomedical",CAD
2020-03-16T16:31:06,"Schroeder, Hauck and Treutel",entertainment,74.64,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,"Engineer, agricultural",CAD
2019-12-01T08:15:00,Pfeffer and Sons,shopping_pos,106.85,Micheal,Hernandez,M,6139 Mark Rapid Apt. 651,Christine,ND,Television floor manager,CAD
2019-09-02T17:17:15,Gottlieb Group,kids_pets,131.72,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,Social researcher,USD
2019-12-16T01:02:54,"Nienow, Ankunding and Collier",misc_pos,335.86,Sharon,Smith,F,17666 David Valleys,Sun City,CA,"Designer, exhibition/display",CAD
2019-06-22T13:26:50,Auer-West,shopping_net,8.83,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,Operations geologist,CAD
2019-12-28T00:03:54,Bauch-Raynor,grocery_pos,310.79,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,Television production assistant,CAD
2020-03-16T04:50:16,Bradtke PLC,grocery_pos,154.3,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,"Therapist, occupational",CAD
2019-03-11T12:53:00,"Nienow, Barrows and Romaguera",personal_care,35.1,Ryan,Arnold,M,2056 Michael Wells Apt. 348,Prairie Creek,IN,Materials engineer,CAD
2020-03-27T20:06:07,Eichmann-Russel,misc_pos,189.47,Jordan,May,M,1626 Susan Course,Aledo,TX,Optometrist,CAD
2019-12-11T19:53:33,"Denesik, Powlowski and Pouros",home,31.56,Candice,Brown,F,9412 Harris Mews,O Brien,TX,Warden/ranger,CAD
2019-02-03T10:15:16,Hintz-Bruen,grocery_net,69.88,Bianca,Scott,F,9588 Cox Rapid Apt. 257,Atglen,PA,Product manager,CAD
2020-02-14T23:16:19,Schuppe-Schuppe,food_dining,31.77,Christine,Best,F,68248 Deanna Land,Enola,AR,"Physicist, medical",USD
2019-06-27T16:02:07,Runte-Mohr,food_dining,3.21,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,"Research officer, political party",CAD
2020-03-28T16:30:02,"Bahringer, Bergnaum and Quitzon",home,12.04,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,Educational psychologist,CAD
2019-01-04T19:23:27,Nolan-Williamson,kids_pets,93.41,Casey,Howell,F,374 Christopher Ramp Suite 855,Blackville,SC,Technical brewer,CAD
2019-05-29T21:31:51,Leannon-Ward,food_dining,52.17,Candice,Brown,F,9412 Harris Mews,O Brien,TX,Warden/ranger,USD
2019-04-01T09:12:10,"Casper, Hand and Zulauf",grocery_pos,127.31,Anthony,Velasquez,M,609 Hunt Grove,Saint Francis,KY,"Research officer, political party",CAD
2019-05-28T14:15:15,"Turcotte, Batz and Buckridge",health_fitness,9.57,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,"Librarian, academic",CAD
2019-08-23T23:41:37,Fadel Inc,health_fitness,98.0,Stephanie,Crane,F,144 Martinez Curve,Central,IN,Counsellor,CAD
2019-02-14T02:03:34,"Cormier, Stracke and Thiel",entertainment,103.65,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,"Scientist, research (medical)",CAD
2020-06-18T03:31:27,Jaskolski-Dibbert,grocery_net,45.88,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,Financial trader,USD
2019-08-10T06:56:33,Berge LLC,gas_transport,47.7,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,Medical sales representative,CAD
2019-01-07T15:09:03,Streich Ltd,home,62.88,Toni,Gomez,F,062 Carl Dam,Altona,NY,"Surveyor, land/geomatics",CAD
2019-06-19T13:47:57,Morissette LLC,entertainment,64.94,Christine,Leblanc,F,5097 Jodi Vista Suite 811,Deltona,FL,Commercial horticulturist,USD
2019-09-19T15:52:36,"Schmeler, Bashirian and Price",shopping_net,150.99,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,Musician,USD
2019-04-20T06:20:26,Bogisich Inc,grocery_pos,89.52,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,Mechanical engineer,USD
2019-12-05T19:23:52,Effertz LLC,entertainment,132.53,Terri,Bailey,F,508 Erin Mount,Daly City,CA,"Buyer, industrial",CAD
2020-06-09T03:13:06,Volkman Ltd,misc_net,4.93,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,Research scientist (physical sciences),USD
2019-12-30T22:36:20,Schuppe-Schuppe,food_dining,4.88,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,Commercial horticulturist,USD
2019-05-22T18:57:52,Gerhold LLC,home,80.5,Matthew,Huerta,M,622 Williams Trafficway,Ringwood,IL,Outdoor activities/education manager,CAD
2019-07-11T23:04:41,"Towne, Greenholt and Koepp",shopping_net,853.8,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,Pharmacologist,USD
2019-12-24T22:21:48,Gulgowski LLC,home,43.85,Ashley,Blanchard,F,292 Lowe Dam Suite 858,West Palm Beach,FL,Historic buildings inspector/conservation officer,CAD
2019-05-26T18:25:55,Eichmann-Kilback,home,156.15,Julia,Bell,F,576 House Crossroad,West Sayville,NY,Film/video editor,CAD
2019-10-15T10:24:59,Durgan-Auer,misc_net,237.85,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,Medical physicist,CAD
2019-04-14T20:39:52,Gottlieb Group,kids_pets,12.68,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,Land,USD
2019-06-29T10:54:30,Parisian and Sons,gas_transport,62.41,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,"Civil engineer, contracting",USD
2019-12-09T03:39:33,Dicki Ltd,grocery_net,73.37,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,Intelligence analyst,CAD
2019-02-16T09:26:39,Stoltenberg-Beatty,shopping_pos,26.6,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,Charity officer,CAD
2019-12-16T22:02:53,Waelchi-Wolf,kids_pets,46.5,Amanda,Wheeler,F,329 Emily Cape,Cape Coral,FL,Higher education careers adviser,CAD
2019-12-09T05:37:24,Bins-Rice,gas_transport,93.3,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,Trade mark attorney,CAD
2020-05-10T03:21:58,Ankunding LLC,shopping_net,2.88,Mary,Rodriguez,F,8986 Fitzgerald Plains,Winslow,AR,Musician,CAD
2020-01-16T13:46:15,Collier LLC,home,15.62,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,Call centre manager,CAD
2020-05-26T10:36:30,Morar Inc,grocery_net,24.16,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,Chief Strategy Officer,CAD
2019-02-18T06:50:36,"Reilly, Heaney and Cole",gas_transport,76.69,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,Comptroller,CAD
2019-04-18T23:19:08,Carroll PLC,health_fitness,124.49,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,"Therapist, drama",CAD
2020-02-21T14:16:50,"Hagenes, Hermann and Stroman",travel,9.88,Robert,Velazquez,M,3136 Silva Stream,Parker,CO,Materials engineer,USD
2019-05-04T23:08:57,Leannon-Nikolaus,travel,9.64,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,"Engineer, civil (contracting)",USD
2019-08-18T20:00:25,Kutch-Ferry,home,26.98,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,"Engineer, electronics",CAD
2020-03-03T05:45:36,"Douglas, Schneider and Turner",shopping_pos,4.52,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,"Scientist, biomedical",CAD
2019-11-06T21:39:59,Skiles LLC,home,24.62,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,Dispensing optician,CAD
2020-05-26T19:54:47,Macejkovic-Lesch,shopping_pos,8.92,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,Set designer,USD
2019-08-28T06:51:52,Bernhard Inc,gas_transport,52.89,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,Herbalist,CAD
2019-12-08T15:55:05,Altenwerth-Kilback,home,104.85,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,Applications developer,USD
2020-01-03T03:20:08,Ruecker Group,misc_net,26.11,Sheri,Thomas,F,019 Kimberly Light Apt. 039,Kings Bay,GA,Naval architect,USD
2019-07-07T06:51:48,Schmitt Inc,gas_transport,78.06,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,Probation officer,CAD
2019-09-19T19:30:08,"Ritchie, Bradtke and Stiedemann",travel,3.38,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,"Physicist, medical",CAD
2019-03-02T20:01:51,Renner Ltd,home,15.91,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,Mechanical engineer,CAD
2020-05-18T09:30:50,Halvorson Group,misc_pos,52.41,Sharon,Smith,F,17666 David Valleys,Sun City,CA,"Designer, exhibition/display",CAD
2019-07-01T17:22:20,"Heathcote, Yost and Kertzmann",shopping_net,51.91,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,"Sales professional, IT",CAD
2020-05-05T18:23:58,Harris Group,food_dining,49.84,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,Exhibition designer,CAD
2019-08-23T09:33:45,Sporer Inc,gas_transport,66.02,Marissa,Powell,F,474 Allen Haven,North Loup,NE,"Nurse, children's",CAD
2019-01-01T09:22:08,"Watsica, Haag and Considine",shopping_pos,4.73,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,Sales executive,CAD
2020-03-16T14:31:31,"Brown, Homenick and Lesch",health_fitness,21.42,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,Seismic interpreter,USD
2019-07-31T10:47:30,Rempel Inc,shopping_net,5.85,Christina,Nelson,F,1233 Sutton Road Suite 701,Bynum,TX,Commercial/residential surveyor,CAD
2020-03-09T23:24:37,Weber and Sons,food_dining,98.29,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,Further education lecturer,CAD
2019-05-17T16:19:53,"Effertz, Welch and Schowalter",entertainment,23.24,Derrick,Flores,M,83690 Nicholas Ports Apt. 846,Oakland,TN,Furniture conservator/restorer,CAD
2019-12-20T09:38:12,Hills-Witting,shopping_net,342.69,Bridget,Bowen,F,49120 Regina Island Apt. 170,Port Saint Lucie,FL,Primary school teacher,USD
2019-07-17T18:09:18,Little Ltd,kids_pets,110.37,Carrie,Lewis,F,28925 Powell Mountains Apt. 762,Pecos,TX,"Merchandiser, retail",USD
2020-04-23T14:31:57,Bogisich-Weimann,kids_pets,50.09,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,Television floor manager,CAD
2019-03-16T14:46:45,"Schumm, McLaughlin and Carter",food_dining,37.72,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,Regulatory affairs officer,CAD
2019-12-21T14:15:42,Waelchi-Wolf,kids_pets,49.36,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,Geoscientist,USD
2020-06-14T22:36:36,Bartoletti and Sons,personal_care,219.05,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,Cartographer,USD
2019-10-07T20:52:42,Ernser-Lynch,food_dining,41.26,Dalton,Jones,M,3304 Hernandez Run,Afton,MI,Technical brewer,CAD
2019-03-05T23:19:53,Botsford and Sons,home,71.0,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,"Copywriter, advertising",CAD
2019-04-26T02:14:23,Gutmann-Upton,misc_pos,41.88,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,Dispensing optician,CAD
2020-03-30T03:16:09,Smith-Stokes,misc_pos,320.8,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,Chartered loss adjuster,CAD
2019-09-28T21:09:33,Quitzon-Goyette,home,34.19,Christie,Mendoza,F,53142 Katrina Roads Suite 889,Monitor,WA,Medical technical officer,USD
2019-09-18T15:06:36,Kilback Group,food_dining,45.39,Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,Health and safety adviser,CAD
2019-01-29T14:43:15,Powlowski-Weimann,food_dining,118.49,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,Environmental consultant,CAD
2019-04-16T14:18:37,Bogisich-Weimann,kids_pets,65.16,Lawrence,Frost,M,82448 Tucker Cliff,Kittery Point,ME,Broadcast engineer,CAD
2020-03-31T19:58:23,Waelchi-Wolf,kids_pets,55.73,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,Product/process development scientist,USD
2020-02-13T11:26:29,Kozey-Boehm,shopping_net,3.01,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,"Geologist, engineering",CAD
